Event,Date,White,Black,Result,Opening,ECO,WhiteElo,BlackElo,TimeControl,Termination,EndgameStartMove,PawnCount,RookCount,QueenCount,Winner,WhiteElo_normalized,BlackElo_normalized,WhiteElo_scaled,BlackElo_scaled,Result_encoded,BaseTime,TimeControlValidation,UniqueID
Blitz,2024.08.01,preyz86,GSorel,0-1,London System,D02,1880,1814,180+2,Normal,154.0,3.0,0.0,1.0,Black,0.536620739666425,0.5126903553299492,0.5571350867453342,0.388018053296739,0.0,180.0,Correct,7520
Blitz,2024.08.01,anidav,bobyzic,0-1,Pirc Invitation,A04,2081,2065,180+0,Normal,104.0,3.0,0.0,1.0,Black,0.6094996374184192,0.603698332124728,1.0702543911091615,1.028305893150189,0.0,180.0,Correct,7521
Rapid,2024.08.01,Wrawn,Anirudhan_Sathis,1-0,Normal Variation,C22,1214,1143,600+5,Normal,87.0,3.0,0.0,1.0,White,0.2951414068165338,0.2693981145757795,-1.143051265027347,-1.3236677655943565,1.0,600.0,Correct,7522
Rapid,2024.08.01,arkeoastro,Polo6272,1-0,"Orthodox Defense, Rubinstein Variation",D61,1445,1491,600+0,Normal,113.0,1.0,1.0,1.0,White,0.3788977519941987,0.3955765047135605,-0.5533469898629486,-0.435938011534593,1.0,600.0,Correct,7523
Blitz,2024.08.01,stephenjakepanton,FinodoChess,0-1,"Dragon Variation, Classical Variation",B70,2214,2213,180+0,Normal,88.0,4.0,0.0,0.0,Black,0.6577229876722263,0.6573604060913706,1.409781094991694,1.405846133382502,0.0,180.0,Correct,7524
Blitz,2024.08.01,nekinho38,reginaldolima,1-0,Trompowsky Attack,A45,1610,1614,180+2,Normal,136.0,3.0,0.0,1.0,White,0.4387237128353879,0.4401740391588107,-0.1321296504598068,-0.1221714605307111,1.0,180.0,Correct,7525
Bullet,2024.08.01,JeromeDJ,ALI_MUNDZIR,1-0,Englund Gambit,A40,2163,2169,60+0,Time forfeit,92.0,2.0,2.0,0.0,White,0.639231327048586,0.6414068165337201,1.279586644630723,1.293604440340463,1.0,60.0,Correct,7526
Bullet,2024.08.01,fork_king42,FloppyFlop,0-1,Nimzowitsch Defense,B00,2203,2250,30+0,Time forfeit,106.0,3.0,0.0,0.0,Black,0.6537345902828137,0.6707759245830311,1.3816999390314846,1.5002311934405803,0.0,30.0,Correct,7527
Blitz,2024.08.01,lpinkbrainl,Mohamedmesalam,1-0,"King's English Variation, Reversed Sicilian",A21,1559,1573,300+3,Normal,86.0,3.0,0.0,0.0,White,0.4202320522117476,0.4253081943437273,-0.2623241008207779,-0.2267603108653385,1.0,300.0,Correct,7528
Blitz,2024.08.01,mixanazarov,amirpoor1401,1-0,French Defense,C00,1927,1880,300+3,Normal,91.0,3.0,0.0,0.0,White,0.5536620739666425,0.536620739666425,0.6771182076662292,0.5563805928597976,1.0,300.0,Correct,7529
Bullet,2024.08.01,KingsNightOut,IsaiLucasTicona,1/2-1/2,Mieses Opening,A00,1353,1405,60+0,Time forfeit,108.0,3.0,1.0,0.0,Draw,0.345540246555475,0.3643944887599709,-0.7882075669847004,-0.6553195024803966,0.5,60.0,Correct,7530
Bullet,2024.08.01,shane_corry,ItsMeAlex54,0-1,Standard Line,B06,1451,1491,60+0,Time forfeit,101.0,3.0,0.0,1.0,Black,0.3810732414793328,0.3955765047135605,-0.5380299957028344,-0.435938011534593,0.0,60.0,Correct,7531
Bullet,2024.08.01,petete6969,davelawr,1-0,Potter Variation,C45,1915,1864,120+1,Normal,120.0,4.0,0.0,0.0,White,0.5493110949963742,0.5308194343727338,0.6464842193460006,0.5155654317536015,1.0,120.0,Correct,7532
Blitz,2024.08.01,popema,ABDULLAH2003s,1-0,Polish Defense,A40,1815,1883,180+2,Normal,78.0,3.0,1.0,0.0,White,0.5130529369108049,0.537708484408992,0.3912009833440966,0.5640334355672093,1.0,180.0,Correct,7533
Blitz,2024.08.01,camipalv18,ramonmauricio,0-1,Scandinavian Defense,B01,1323,1891,240+2,Normal,114.0,3.0,0.0,1.0,Black,0.3346627991298042,0.5406091370558376,-0.8647925377852717,0.5844410161203073,0.0,240.0,Correct,7534
Bullet,2024.08.01,gball,jabutidoocodomundo,1-0,Leonardis Variation,C20,1897,1934,60+0,Time forfeit,131.0,1.0,1.0,0.0,White,0.5427846265409717,0.5562001450326324,0.600533236865658,0.6941317615932091,1.0,60.0,Correct,7535
Blitz,2024.08.01,fflc,thundermerc,0-1,Smith-Morra Gambit,B21,1466,1513,180+0,Normal,156.0,1.0,1.0,1.0,Black,0.3865119651921682,0.4035532994923858,-0.4997375103025487,-0.3798171650135735,0.0,180.0,Correct,7536
Bullet,2024.08.01,Noobkiller92,GershomHannah1234,1/2-1/2,Spielmann-Indian,A46,2191,2212,60+0,Time forfeit,103.0,2.0,0.0,1.0,Draw,0.6493836113125453,0.6569978245105149,1.351065950711256,1.4032951858133649,0.5,60.0,Correct,7537
Bullet,2024.08.01,Alicorvette,blueberry_pancakes,0-1,HÃ¼bsch Gambit,D00,2642,2565,30+0,Time forfeit,129.0,3.0,1.0,0.0,Black,0.8129079042784627,0.7849891225525744,2.5023933450798435,2.3037796777188144,0.0,30.0,Correct,7538
Bullet,2024.08.01,GiuocoPianoSemo,antikid,1-0,LÃ¶wenthal Variation,B32,1834,1852,60+0,Time forfeit,95.0,4.0,0.0,0.0,White,0.5199419869470631,0.5264684554024656,0.4397047981844583,0.4849540609239545,1.0,60.0,Correct,7539
Blitz,2024.08.01,Mayolvs,melos_auclair,0-1,"Scandinavian Variation, Bogoljubow Variation, Vehre Variation",B00,1004,914,300+0,Normal,77.0,4.0,0.0,0.0,Black,0.2189992748368383,0.1863669325598259,-1.6791460606313455,-1.9078347589267868,0.0,300.0,Correct,7540
Blitz,2024.08.01,NixonEchenique,uhelzem,1-0,English Defense,A40,2025,2073,180+0,Time forfeit,106.0,4.0,0.0,0.0,White,0.5891950688905003,0.6065989847715736,0.9272957789480952,1.0487134737032868,1.0,180.0,Correct,7541
Rapid,2024.08.01,MeroZo,Joseph7t,1-0,Scandinavian Defense,B01,1141,1179,600+0,Normal,76.0,3.0,0.0,1.0,White,0.2686729514140682,0.2824510514865844,-1.329408027308737,-1.2318336531054153,1.0,600.0,Correct,7542
Blitz,2024.08.01,Achelitoo2,Gianna20129,0-1,Three Knights Opening,C46,1046,856,300+0,Time forfeit,72.0,3.0,0.0,1.0,Black,0.2342277012327774,0.1653372008701958,-1.571927101510546,-2.055789717936748,0.0,300.0,Correct,7543
Blitz,2024.08.01,Angelgood999,MIGUELTHOR,1-0,Chigorin Variation,D00,1177,987,300+0,Normal,95.0,3.0,0.0,1.0,White,0.2817258883248731,0.2128353879622915,-1.2375060623480516,-1.7216155863797675,1.0,300.0,Correct,7544
Blitz,2024.08.01,JaymeMiranda,gilsoney,1-0,Queen's Gambit Invitation,A04,2151,1942,180+0,Normal,121.0,2.0,2.0,0.0,White,0.6348803480783176,0.5591007976794778,1.2489526563104945,0.7145393421463071,1.0,180.0,Correct,7545
Rapid,2024.08.01,gemini333,YoUsSeFAaBb,0-1,Queen's Pawn Game,D00,2054,2032,600+0,Normal,112.0,2.0,2.0,0.0,Black,0.5997099347353154,0.5917331399564902,1.0013279173886471,0.9441246233686597,0.0,600.0,Correct,7546
Blitz,2024.08.01,bethharmonagressiva,ProfessarNew2022,1-0,Fischer Defense,C34,1902,1920,180+2,Time forfeit,91.0,2.0,1.0,0.0,White,0.5445975344452502,0.5511240029006527,0.6132973986657532,0.6584184956252875,1.0,180.0,Correct,7547
Blitz,2024.08.01,peterehab11,Qiho,1-0,Horwitz Defense,A40,1890,1891,180+0,Normal,118.0,2.0,2.0,0.0,White,0.5402465554749819,0.5406091370558376,0.5826634103455246,0.5844410161203073,1.0,180.0,Correct,7548
Blitz,2024.08.01,CrusherSmasher,Orledis,0-1,Modern Defense,B06,2050,2092,180+0,Time forfeit,103.0,2.0,2.0,0.0,Black,0.5982596084118926,0.6134880348078318,0.9911165879485712,1.0971814775168949,0.0,180.0,Correct,7549
Bullet,2024.08.01,petsie9,Pardealfiles888,1-0,Closed,E08,2153,2164,60+0,Time forfeit,97.0,2.0,0.0,0.0,White,0.635605511240029,0.6395939086294417,1.2540583210305325,1.2808497024947767,1.0,60.0,Correct,7550
Bullet,2024.08.01,robertosalgado,Dupreeeisback,1/2-1/2,Sicilian Defense,B20,2442,2473,60+0,Normal,104.0,3.0,1.0,0.0,Draw,0.7403915881073242,0.7516316171138506,1.991826873076036,2.069092501358188,0.5,60.0,Correct,7551
Blitz,2024.08.01,aflynn8,chessmastercrypto,1-0,Queen's Gambit Accepted,D23,1430,1484,180+0,Normal,103.0,3.0,1.0,0.0,White,0.3734590282813633,0.3930384336475707,-0.5916394752632342,-0.4537946445185538,1.0,180.0,Correct,7552
Rapid,2024.08.01,SantiagoCastellanos,wilg1042,1-0,Modern Variations,B50,1370,1405,600+0,Normal,106.0,3.0,0.0,1.0,White,0.3517041334300218,0.3643944887599709,-0.7448094168643766,-0.6553195024803966,1.0,600.0,Correct,7553
Rapid,2024.08.01,JackMahon,markthegreat01,0-1,Modern Variation,B01,1119,968,600+0,Normal,130.0,2.0,1.0,0.0,Black,0.2606961566352429,0.2059463379260333,-1.385570339229156,-1.7700835901933751,0.0,600.0,Correct,7554
Blitz,2024.08.01,Philidor_Roraima,Nikiniki2000,1-0,Marshall Variation,B01,1835,1838,180+2,Normal,80.0,4.0,0.0,0.0,White,0.5203045685279187,0.5213923132704859,0.4422576305444774,0.449240794956033,1.0,180.0,Correct,7555
Blitz,2024.08.01,horsedestroyer73,leeivo,1-0,Smyslov Variation,E61,1126,1105,180+2,Normal,93.0,4.0,0.0,0.0,White,0.2632342277012328,0.2556200145032632,-1.3677005127090227,-1.420603773221572,1.0,180.0,Correct,7556
Blitz,2024.08.01,lrroma,beaa26,0-1,Pirc Defense,B00,1517,1353,300+0,Normal,93.0,3.0,1.0,0.0,Black,0.4050036258158085,0.345540246555475,-0.3695430599415776,-0.7879687760755336,0.0,300.0,Correct,7557
Blitz,2024.08.01,hernanpichel,nano1971a,0-1,Busch-Gass Gambit,C40,1719,1751,300+0,Normal,88.0,3.0,0.0,0.0,Black,0.4782451051486585,0.4898477157360406,0.1461290767822686,0.2273083564410921,0.0,300.0,Correct,7558
Blitz,2024.08.01,Evgen-777,SavantFou,0-1,Modern Variation,B01,1285,1368,300+0,Normal,114.0,3.0,1.0,0.0,Black,0.3208846990572879,0.3509789702683104,-0.9618001674659952,-0.749704562538475,0.0,300.0,Correct,7559
Blitz,2024.08.01,SoeasySohard,charr5986,1-0,Russian Game,C42,1614,1679,300+0,Time forfeit,124.0,2.0,2.0,0.0,White,0.4401740391588107,0.4637418419144308,-0.1219183210197306,0.0436401314632101,1.0,300.0,Correct,7560
Rapid,2024.08.01,detroitdave,kingaj12,1-0,Old Sicilian,B30,1500,1280,900+10,Normal,130.0,0.0,1.0,2.0,White,0.3988397389412618,0.3190717911530094,-0.4129412100619014,-0.974187948622553,1.0,900.0,Correct,7561
Rapid,2024.08.01,ahmed198037,datye,1/2-1/2,Gunsberg Variation,C47,1306,1273,600+0,Normal,111.0,3.0,0.0,0.0,Draw,0.3284989122552574,0.3165337200870196,-0.9081906879055952,-0.9920445816065138,0.5,600.0,Correct,7562
Bullet,2024.08.01,NENGAH_SUJANA,Mexri,1/2-1/2,"Normal Variation, King's Knight Variation",E60,2353,2749,60+0,Time forfeit,89.0,3.0,1.0,0.0,Draw,0.7081218274111675,0.8517041334300217,1.7646247930343406,2.7731540304400686,0.5,60.0,Correct,7563
Blitz,2024.08.01,lakeland3261,babushkinda,1-0,Canard Opening,A45,2232,2090,300+0,Normal,98.0,1.0,2.0,0.0,White,0.6642494561276288,0.6127628716461204,1.4557320774720366,1.0920795823786202,1.0,300.0,Correct,7564
Blitz,2024.08.01,NoobProBro,Diegok2007,1/2-1/2,Accelerated London System,D00,1888,1908,300+0,Normal,91.0,2.0,1.0,1.0,Draw,0.5395213923132705,0.5467730239303843,0.5775577456254866,0.6278071247956405,0.5,300.0,Correct,7565
Bullet,2024.08.01,Josdavy,PARGAG,0-1,Old Indian Attack,A06,2014,1994,30+0,Time forfeit,92.0,3.0,0.0,1.0,Black,0.5852066715010877,0.5779550398839739,0.8992146229878857,0.8471886157414441,0.0,30.0,Correct,7566
Bullet,2024.08.01,teaserface123,danielkuijper,0-1,"Accelerated Dragon, MarÃ³czy Bind",B38,2289,2307,60+0,Normal,90.0,4.0,0.0,0.0,Black,0.6849166062364032,0.6914430746918057,1.601243521993122,1.6456352048814036,0.0,60.0,Correct,7567
Bullet,2024.08.01,oscarcontrerasavila,sakasilver,1/2-1/2,"Classical Variation, Intermezzo Variation",C45,2082,2092,60+0,Normal,104.0,2.0,1.0,1.0,Draw,0.6098622189992748,0.6134880348078318,1.0728072234691806,1.0971814775168949,0.5,60.0,Correct,7568
Blitz,2024.08.01,takethediag,BluePalmTrees513,1-0,Three Knights Game,C42,1337,1322,180+0,Time forfeit,100.0,3.0,1.0,0.0,White,0.3397389412617839,0.3343002175489485,-0.829052884745005,-0.8670481507187884,1.0,180.0,Correct,7569
Bullet,2024.08.01,UANFL,Elkotb1,0-1,Caro-Kann Defense,B10,1749,1753,60+0,Time forfeit,89.0,4.0,0.0,0.0,Black,0.4891225525743292,0.490572878897752,0.2227140475828398,0.2324102515793666,0.0,60.0,Correct,7570
Rapid,2024.08.01,explicarlos,Nchimh,0-1,Philidor Defense,C41,1481,1564,600+5,Normal,82.0,1.0,3.0,0.0,Black,0.3919506889050036,0.4220449601160261,-0.4614450249022631,-0.2497188389875737,0.0,600.0,Correct,7571
Blitz,2024.08.01,alberto3d18,hafedhsalek,1-0,Scandinavian Defense,B01,1126,1103,180+0,Time forfeit,83.0,2.0,2.0,0.0,White,0.2632342277012328,0.2548948513415519,-1.3677005127090227,-1.4257056683598464,1.0,180.0,Correct,7572
Blitz,2024.08.01,Lucas577,senorajota,0-1,Normal Variation,C00,1776,1751,180+0,Normal,102.0,3.0,0.0,1.0,Black,0.4989122552574329,0.4898477157360406,0.291640521303354,0.2273083564410921,0.0,180.0,Correct,7573
Blitz,2024.08.01,Kossaibayev,MuratCSen,1/2-1/2,Scotch Game,C44,1529,1481,180+0,Normal,101.0,2.0,2.0,0.0,Draw,0.4093546047860769,0.3919506889050036,-0.3389090716213491,-0.4614474872259655,0.5,180.0,Correct,7574
Bullet,2024.08.01,Vishwa_Bharat,DialupConnexion,0-1,Knights Variation,A46,2450,2471,60+0,Time forfeit,107.0,2.0,0.0,0.0,Black,0.7432922407541697,0.7509064539521393,2.012249531956188,2.063990606219913,0.0,60.0,Correct,7575
Bullet,2024.08.01,shyfieri,RusticSanatani,1-0,Two Knights Attack,B10,2249,2261,60+0,Time forfeit,104.0,2.0,1.0,0.0,White,0.6704133430021755,0.6747643219724438,1.4991302275923604,1.52829161670109,1.0,60.0,Correct,7576
Blitz,2024.08.01,Folorunsho,Jirka58,0-1,Queen's Pawn Game,D00,1992,1891,300+3,Normal,139.0,1.0,2.0,0.0,Black,0.5772298767222626,0.5406091370558376,0.8430523110674668,0.5844410161203073,0.0,300.0,Correct,7577
Blitz,2024.08.01,FREDDYARRECHO,IlyaHomer,1-0,Vienna Hybrid,C24,1744,1753,180+0,Normal,117.0,2.0,0.0,1.0,White,0.4873096446700508,0.490572878897752,0.2099498857827446,0.2324102515793666,1.0,180.0,Correct,7578
Blitz,2024.08.01,Machoba99,Mstf0110,1/2-1/2,Ross Gambit,A04,1976,1959,180+0,Normal,100.0,2.0,0.0,0.0,Draw,0.5714285714285714,0.5652646845540247,0.8022069933071622,0.7579054508216403,0.5,180.0,Correct,7579
Blitz,2024.08.01,ViperaBacillo,SultonbekU,1-0,"Rapport-Jobava System, with e6",D01,1725,1728,180+0,Normal,81.0,3.0,0.0,1.0,White,0.4804205946337926,0.4815083393763597,0.1614460709423829,0.1686365623509354,1.0,180.0,Correct,7580
Bullet,2024.08.01,LawFirm,checkmate_on_h2,0-1,Closed,B23,2215,2211,60+0,Time forfeit,90.0,2.0,1.0,0.0,Black,0.6580855692530819,0.6566352429296591,1.412333927351713,1.4007442382442274,0.0,60.0,Correct,7581
Bullet,2024.08.01,Woodstock22,DarkReaper_00,0-1,Van't Kruijs Opening,A00,1956,2007,60+0,Normal,93.0,3.0,1.0,0.0,Black,0.5641769398114576,0.5826686004350979,0.7511503461067813,0.8803509341402284,0.0,60.0,Correct,7582
Blitz,2024.08.01,Takkomatt,PongoBel,1/2-1/2,"Symmetrical Variation, Anti-Benoni Variation",A31,2204,2344,180+2,Normal,125.0,2.0,2.0,0.0,Draw,0.6540971718636693,0.7048585931834663,1.3842527713915036,1.7400202649394818,0.5,180.0,Correct,7583
Rapid,2024.08.01,fabianskywafuwafu,mmdizadan,1-0,King's Indian Attack,A05,1885,1983,600+0,Normal,105.0,1.0,2.0,1.0,White,0.5384336475707034,0.5739666424945613,0.5698992485454294,0.8191281924809344,1.0,600.0,Correct,7584
Rapid,2024.08.01,fismalui,loweyer01,1-0,Elephant Gambit,C40,1897,1852,600+0,Normal,76.0,4.0,0.0,0.0,White,0.5427846265409717,0.5264684554024656,0.600533236865658,0.4849540609239545,1.0,600.0,Correct,7585
Rapid,2024.08.01,Navi_2016,Edro007,1/2-1/2,Bishop's Opening,C23,825,850,600+0,Normal,90.0,2.0,0.0,0.0,Draw,0.1540971718636693,0.1631617113850616,-2.1361030530747542,-2.071095403351571,0.5,600.0,Correct,7586
Rapid,2024.08.01,Ivan_Bychkov,zikrijah,0-1,Modern Defense,B06,1502,1546,600+0,Normal,132.0,1.0,0.0,0.0,Black,0.3995649021029731,0.4155184916606236,-0.4078355453418633,-0.2956358952320442,0.0,600.0,Correct,7587
Blitz,2024.08.01,leaodolitoral,kacaiosan1986,0-1,Steinitz Defense,C62,1713,1628,180+2,Normal,86.0,3.0,0.0,0.0,Black,0.4760696156635242,0.4452501812907904,0.1308120826221543,-0.0864581945627896,0.0,180.0,Correct,7588
Blitz,2024.08.01,alan9089,David_0708,0-1,"Two Knights Defense, Modern Bishop's Opening",C55,1448,1423,300+0,Normal,90.0,2.0,2.0,0.0,Black,0.3799854967367657,0.3709209572153734,-0.5456884927828914,-0.6094024462359261,0.0,300.0,Correct,7589
Blitz,2024.08.01,Honkpill,HaloufDzair,1-0,Open,B32,1704,1761,300+0,Normal,91.0,2.0,2.0,0.0,White,0.4728063814358231,0.4934735315445975,0.107836591381983,0.2528178321324646,1.0,300.0,Correct,7590
Blitz,2024.08.01,e1365,molla06,1/2-1/2,Zukertort Opening,A05,1635,1618,300+0,Normal,137.0,1.0,0.0,1.0,Draw,0.4477882523567803,0.4416243654822335,-0.0683088414593308,-0.1119676702541622,0.5,300.0,Correct,7591
Blitz,2024.08.01,acratamedieval,rad75,1/2-1/2,"O'Kelly Variation, Normal System, Taimanov Line",B28,1882,1913,300+0,Time forfeit,137.0,3.0,0.0,0.0,Draw,0.5373459028281363,0.5485859318346628,0.5622407514653723,0.6405618626413268,0.5,300.0,Correct,7592
Blitz,2024.08.01,Chris2x94,CarlosAFM,0-1,Englund Gambit,A40,1278,1273,300+0,Time forfeit,90.0,4.0,0.0,0.0,Black,0.3183466279912981,0.3165337200870196,-0.9796699939861284,-0.9920445816065138,0.0,300.0,Correct,7593
Blitz,2024.08.01,themanheresup,highflyer320,1-0,Dutch Variation,A03,1399,1389,300+0,Normal,94.0,2.0,2.0,0.0,White,0.3622189992748368,0.3585931834662799,-0.6707772784238245,-0.6961346635865926,1.0,300.0,Correct,7594
Blitz,2024.08.01,OnlyMyToys,cunningchris,1-0,Trompowsky Attack,A45,1305,1295,300+3,Normal,103.0,4.0,0.0,0.0,White,0.3281363306744017,0.3245105148658448,-0.9107435202656144,-0.9359237350854942,1.0,300.0,Correct,7595
Blitz,2024.08.01,wm-hippo,baudes,1-0,Makogonov Variation,E71,1550,1556,300+3,Normal,116.0,2.0,2.0,0.0,White,0.4169688179840464,0.4191443074691805,-0.2852995920609493,-0.2701264195406717,1.0,300.0,Correct,7596
Classic,2024.08.01,sherief4,suka_feyn,1-0,Steinitz Defense,C62,1680,1604,1800+0,Normal,94.0,1.0,2.0,0.0,White,0.4641044234952864,0.4365482233502538,0.046568614741526,-0.1476809362220837,1.0,1800.0,Correct,7597
Bullet,2024.08.01,tssuunnaammi,rjcs20,1-0,"Exchange Variation, Positional Variation",D35,2356,2390,60+0,Time forfeit,115.0,3.0,0.0,0.0,White,0.7092095721537346,0.7215373459028281,1.7722832901143977,1.857363853119796,1.0,60.0,Correct,7598
Blitz,2024.08.01,lanemcshanesr,Elizabeth-07,1/2-1/2,Queen's Pawn Game,D00,1271,1234,300+0,Time forfeit,134.0,2.0,2.0,0.0,Draw,0.3158085569253082,0.3023930384336476,-0.9975398205062618,-1.0915315368028664,0.5,300.0,Correct,7599
Blitz,2024.08.01,LuciusX99,Oscarjno,1-0,Marshall Defense,D06,1348,1284,300+3,Normal,96.0,3.0,0.0,1.0,White,0.3437273386511965,0.3205221174764322,-0.8009717287847956,-0.963984158346004,1.0,300.0,Correct,7600
Bullet,2024.08.01,edisonperu01,evelio_canto,0-1,Indian Defense,A45,2054,2017,60+0,Time forfeit,109.0,3.0,0.0,0.0,Black,0.5997099347353154,0.5862944162436549,1.0013279173886471,0.9058604098316008,0.0,60.0,Correct,7601
Bullet,2024.08.01,JackDa7ank,pmlmail,0-1,Indian Defense,A45,2423,2532,60+0,Normal,105.0,2.0,0.0,1.0,Black,0.733502538071066,0.7730239303843365,1.9433230582356733,2.219598407937285,0.0,60.0,Correct,7602
Blitz,2024.08.01,gelawww,federerchi,0-1,Godiva Variation,B32,2502,2500,180+0,Time forfeit,118.0,2.0,2.0,0.0,Black,0.7621464829586657,0.7614213197969543,2.1449968146771776,2.137968085724893,0.0,180.0,Correct,7603
Bullet,2024.08.01,TotsukaGV,Les_miserbales,1/2-1/2,Modern Variation,A60,2343,2493,60+0,Normal,97.0,2.0,1.0,0.0,Draw,0.7044960116026106,0.7588832487309645,1.7390964694341502,2.1201114527409324,0.5,60.0,Correct,7604
Rapid,2024.08.01,huntchess67,joseluisserrano,0-1,Queen's Pawn Game,A41,1560,1560,600+0,Normal,116.0,3.0,0.0,0.0,Black,0.4205946337926033,0.4205946337926033,-0.2597712684607589,-0.2599226292641227,0.0,600.0,Correct,7605
Bullet,2024.08.01,Baverick615,arakix,1/2-1/2,Queen's Pawn Game,A41,1471,1464,120+1,Normal,96.0,1.0,2.0,0.0,Draw,0.3883248730964467,0.3857868020304569,-0.4869733485024535,-0.5048135959012988,0.5,120.0,Correct,7606
Bullet,2024.08.01,Camiri,OscarOrtega,0-1,Normal Variation,C22,1941,2030,120+1,Normal,92.0,2.0,1.0,0.0,Black,0.5587382160986222,0.5910079767947788,0.7128578607064957,0.9390227282303852,0.0,120.0,Correct,7607
Bullet,2024.08.01,saozein,Eduardo0005,1/2-1/2,Normal Variation,C00,2142,1996,60+0,Time forfeit,86.0,2.0,2.0,0.0,Draw,0.6316171138506164,0.5786802030456852,1.225977165070323,0.8522905108797186,0.5,60.0,Correct,7608
Blitz,2024.08.01,benja22,varnaregion,0-1,Modern Defense,A40,1473,1840,180+2,Normal,109.0,2.0,0.0,0.0,Black,0.389050036258158,0.5221174764321972,-0.4818676837824154,0.4543426900943075,0.0,180.0,Correct,7609
Blitz,2024.08.01,meikipramadida,JhonWalter,1-0,La Bourdonnais Variation,C00,1763,1769,300+0,Normal,106.0,3.0,0.0,0.0,White,0.4941986947063089,0.4963741841914431,0.2584537006231064,0.2732254126855626,1.0,300.0,Correct,7610
Blitz,2024.08.01,zedfk,ferchess2109,1/2-1/2,Modern Defense,A40,1301,1329,300+0,Normal,107.0,3.0,0.0,0.0,Draw,0.3266860043509789,0.3368382886149383,-0.9209548497056904,-0.8491915177348277,0.5,300.0,Correct,7611
Bullet,2024.08.01,GMJOFERGA,docsumit,0-1,La Bourdonnais Variation,C00,2161,2157,60+0,Time forfeit,96.0,3.0,0.0,0.0,Black,0.6385061638868745,0.6370558375634517,1.2744809799106849,1.262993069510816,0.0,60.0,Correct,7612
Blitz,2024.08.01,vacio,Bestinwest,1/2-1/2,Philidor Defense,C41,2009,1986,300+0,Normal,116.0,2.0,1.0,0.0,Draw,0.5833937635968093,0.5750543872371283,0.8864504611877906,0.8267810351883461,0.5,300.0,Correct,7613
Blitz,2024.08.01,revathi_64,cap985437,0-1,Englund Gambit,A40,1419,1428,300+0,Normal,104.0,2.0,2.0,0.0,Black,0.3694706308919506,0.3727338651196519,-0.6197206312234437,-0.5966477083902398,0.0,300.0,Correct,7614
Rapid,2024.08.01,ikenice,cesarabc,1/2-1/2,Bishop's Opening,C23,1180,1207,600+0,Normal,90.0,4.0,0.0,0.0,Draw,0.2828136330674402,0.2926033357505438,-1.2298475652679943,-1.1604071211695723,0.5,600.0,Correct,7615
Bullet,2024.08.01,SahilChamp1991,VitoChess68,0-1,Classical Variation,E32,2210,2116,120+1,Normal,123.0,3.0,1.0,0.0,Black,0.6562726613488035,0.6221899927483684,1.3995697655516175,1.1584042191761887,0.0,120.0,Correct,7616
Blitz,2024.08.01,emichess93,tigrbalm,0-1,Paulsen Countergambit,C40,1554,1593,180+0,Time forfeit,76.0,2.0,2.0,0.0,Black,0.4184191443074692,0.4325598259608412,-0.2750882626208731,-0.1757413594825934,0.0,180.0,Correct,7617
Blitz,2024.08.01,Tuhinmia,Dokrimada,1-0,Queen's Gambit Accepted,D20,2085,2090,180+0,Time forfeit,97.0,3.0,0.0,1.0,White,0.610949963741842,0.6127628716461204,1.0804657205492376,1.0920795823786202,1.0,180.0,Correct,7618
Bullet,2024.08.01,GlennWill23,OXXOOXXO,1/2-1/2,English Opening,A10,2120,1685,60+0,Time forfeit,101.0,2.0,1.0,0.0,Draw,0.6236403190717912,0.4659173313995649,1.1698148531499042,0.0589458168780336,0.5,60.0,Correct,7619
Bullet,2024.08.01,PoramRonya,BFugazza,0-1,Reversed Krebs,A40,1991,1926,60+0,Time forfeit,100.0,3.0,1.0,0.0,Black,0.5768672951414068,0.5532994923857868,0.8404994787074478,0.6737241810401111,0.0,60.0,Correct,7620
Bullet,2024.08.01,Angus17,forerosmart,1/2-1/2,Modern Variation,B01,2299,2340,60+0,Time forfeit,85.0,2.0,1.0,0.0,Draw,0.6885424220449601,0.7034082668600435,1.6267718455933124,1.729816474662933,0.5,60.0,Correct,7621
Bullet,2024.08.01,Aperturas17,Sfchjhjfhk,1-0,Anglo-Scandinavian Defense,A10,1899,1925,60+0,Time forfeit,93.0,2.0,1.0,0.0,White,0.5435097897026832,0.5529369108049311,0.605638901585696,0.6711732334709738,1.0,60.0,Correct,7622
Blitz,2024.08.01,Gusma2020,Mussi2724,1-0,Indian Defense,A45,2133,2101,180+2,Normal,101.0,2.0,2.0,0.0,White,0.6283538796229151,0.616751269035533,1.2030016738301517,1.12014000563913,1.0,180.0,Correct,7623
Rapid,2024.08.01,Edgar666,MiguelDragon,1-0,The Whale,C20,1621,1624,600+0,Normal,101.0,2.0,1.0,0.0,White,0.4427121102248006,0.4437998549673676,-0.1040484944995973,-0.0966619848393386,1.0,600.0,Correct,7624
Blitz,2024.08.01,WizzardOfOz,crazyknightshadow,1/2-1/2,Cozio Defense,C60,2275,2290,180+0,Time forfeit,93.0,2.0,0.0,1.0,Draw,0.6798404641044234,0.6852791878172589,1.5655038689528555,1.6022690962060704,0.5,180.0,Correct,7625
Blitz,2024.08.01,alexander_davila,Chesscentu,1-0,King's Indian Attack,C00,1900,1909,180+0,Time forfeit,93.0,2.0,2.0,0.0,White,0.5438723712835388,0.5471356055112401,0.608191733945715,0.6303580723647778,1.0,180.0,Correct,7626
